0.15732929	0.27765235	0.28119418	0.49801904	0.17920797	-0.055002924	0.24081495	0.26453528	-0.23574276	0.029140461	-0.063386396	-0.08074554	-0.25481227	-0.26579905	-0.49274033	0.26804525
0.23535755	0.39283183	-0.15275812	0.3760326	0.13573885	-0.6350688	0.019139433	0.019238377	-0.6151604	0.39331737	0.39293367	-0.40984803	-0.2472791	-0.6119813	-0.6268549	0.086948335
0.1566351	0.017884668	0.5289452	0.08498286	0.26327577	0.20079388	0.22454344	-0.17146653	-0.3099156	-0.3845745	-0.05625174	-0.29414058	0.03414538	0.1904921	-0.6837631	0.46217465
0.19722638	0.12747583	0.3651008	0.2891771	0.18452863	0.15515693	0.27960852	0.14950658	-0.04851247	-0.18108529	-0.23260386	0.0984077	-0.22503367	0.04752365	-0.357607	0.31995857
0.117829025	0.040922422	0.17106251	0.54013795	0.034735493	0.17810237	0.21440983	0.19584267	0.093633495	0.086759716	-0.26250604	0.11965681	-0.25650835	-0.009851192	-0.39868274	-0.033908065
-0.09963021	-0.17440696	0.77478445	-0.5323854	0.56347114	0.5705055	0.16337381	-0.48061478	-0.1570101	-0.8191063	-0.018458644	-0.39249346	0.8133759	0.6645428	-0.5174802	0.81975013
0.21253017	0.3060912	0.13207294	0.3097128	0.17224738	-0.32720935	0.040427387	0.17822187	-0.28842455	0.13579985	0.10883645	-0.07004002	-0.28974608	-0.30239028	-0.44962963	0.2270948
-0.07913574	0.17934032	0.17878492	0.46180823	0.26199287	0.022204883	-0.002623615	0.20994888	-0.19435017	-0.023629677	0.12402897	-0.14943758	-0.076921284	-0.21459275	-0.4782352	0.13184251
-0.41872588	-0.4970705	0.6674138	0.49235925	0.38767582	0.8290354	0.2160438	0.10737459	0.56487715	-0.67607474	-0.57231563	0.11574969	0.33557847	0.5474837	-0.27249175	0.5091938
0.009477432	0.22876018	0.4065464	0.07110048	0.31189048	-0.03100943	0.014894783	-0.009636517	-0.2941308	-0.22092007	0.1533628	-0.19532205	0.033433065	0.021513969	-0.52859	0.4201234
-0.36879367	0.60908854	0.15597601	0.20916127	0.5212423	-0.503843	-0.59619635	0.6297549	-0.5325581	-0.11951493	0.5418988	0.061021194	0.18813717	-0.41366687	-0.18041286	0.2774664
-0.6478938	0.013657058	-0.104171485	0.9763466	0.48866716	0.48461932	-0.3786965	0.6106887	0.16027392	0.111774646	-0.0651342	0.07273075	-0.006159774	-0.20986326	-0.21642935	-0.07481761
-0.07060051	-0.17170437	0.073838755	0.7611125	0.028314069	0.5697396	0.3755327	0.41091117	0.6034233	0.053962454	-0.61017525	0.47522438	-0.44048083	0.16369362	-0.1139735	-0.32142943
0.43322864	0.12101943	-0.07823553	0.2953224	-0.085622974	-0.33648282	0.31012532	-0.14001247	-0.41696474	0.2684363	0.007571409	-0.18600667	-0.46027672	-0.41346073	-0.52918124	0.059082344
0.4172456	-0.09454129	-0.2822117	0.3479432	-0.46359178	-0.39365712	0.4070445	-0.27633202	-0.124312855	0.48848847	-0.21525887	-0.12834975	-0.4027772	-0.45738465	-0.6240138	-0.36225846
0.09915205	0.01600328	-0.3912503	0.6325009	-0.10483309	-0.3725909	0.1522479	0.056633383	-0.4683553	0.5340381	0.17294689	-0.4224207	-0.31268093	-0.67912257	-0.6450394	-0.29190856
0.27177805	-0.27864748	-0.34892875	0.6422507	-0.31798494	0.0062989937	0.37586957	-0.11082072	-0.026986044	0.52955985	-0.23244344	-0.32279652	-0.43501228	-0.45933366	-0.63111895	-0.37545592
0.54181683	0.049744785	0.12845516	0.07022038	-0.24043968	-0.22082588	0.5482745	-0.24996597	-0.19149509	0.102915205	-0.18821171	-0.040312357	-0.4482714	-0.21217425	-0.47184733	0.06750982
0.86096454	0.1973346	0.9263924	-1.2735369	0.18731783	-0.25188655	0.48701024	-0.895061	-0.77368426	-0.9137129	0.22501414	-0.5835907	0.5943729	0.7252299	-0.78466773	0.9917224
-0.03731063	0.5466308	0.1252355	0.43519115	0.2525535	-0.060797032	0.12548831	0.6119695	0.29464796	-0.036022395	-0.3570036	0.6368727	-0.2226209	0.12791675	0.17249511	0.04934553
-0.05995443	0.52177966	0.25952235	0.26759022	0.32948485	-0.16527861	-0.062085725	0.54852784	-0.002178334	-0.14629339	-0.111417055	0.45963532	-0.053924363	0.1333723	0.06638534	0.27855065
-0.11809382	-0.33500764	0.3134195	0.13344793	0.11113296	0.46624646	0.026368342	-0.39306992	-0.2106206	-0.22985823	0.20586634	-0.65235656	0.33631185	0.06468898	-0.61746037	0.3572366
-0.30881077	-0.18696631	-0.22746675	0.7589659	0.20362039	0.07126426	-0.18879633	-0.05285478	-0.2643648	0.23148309	0.27508193	-0.38277107	-0.025403967	-0.33647114	-0.31256387	-0.065252386
0.009389233	0.2736241	0.42944938	-0.2728173	0.39850715	-0.4355197	-0.22536293	-0.35747883	-0.7336164	-0.18867928	0.5943575	-0.6164755	0.3345698	-0.24215499	-0.6334717	0.54460436
0.24082594	-0.047397062	0.2715212	-0.14619549	0.045817256	-0.030999348	0.15031673	-0.45653814	-0.4939088	-0.020647729	0.19662568	-0.5557551	-0.030902376	-0.06959407	-0.6671981	0.31148133
-0.5097138	0.011234417	0.2831918	0.6729101	0.47287557	0.6820855	-0.10198168	0.48187447	0.4733459	-0.19747798	-0.31376836	0.25918743	0.08054859	0.29435077	0.028566986	0.10157406
0.08370701	-0.16539209	0.2280369	0.5489044	-0.024004249	0.4719243	0.41706404	0.24462444	0.49790564	-0.05281579	-0.512565	0.2703768	-0.2276436	0.104706965	-0.14847632	-0.08214411
-1.0529639	-0.86794573	-0.74696237	1.0654516	0.20915706	0.33985534	-1.0166421	-0.6806924	-0.71852434	0.8037202	0.7097561	-0.91576123	0.69138026	-0.8549798	-0.801376	-0.54196537
0.10710582	0.2830166	0.15621294	-0.14498974	0.12572654	-0.29367968	0.027094156	-0.11904222	-0.5049653	0.00061678805	0.22632037	-0.2605338	-0.047051586	-0.13708103	-0.48052755	0.22553732
0.15860713	0.2027653	0.12287263	-0.018765563	0.033686083	-0.28769732	0.093585365	-0.12765008	-0.3386421	0.043518137	0.13512334	-0.16866362	-0.12522757	-0.17186823	-0.48359153	0.23801972
-0.13315463	-0.20203443	0.05915692	0.82471734	0.07061917	0.63956946	0.20772587	0.50557625	0.5299738	0.08860179	-0.5449606	0.38147146	-0.26517254	0.069278724	-0.16484071	-0.3152915
-0.97313505	-0.6567697	-0.5502638	1.011064	0.30943143	0.6079087	-1.002348	0.11898511	-0.25903848	0.44177604	0.45317984	-0.55940557	0.58412063	-0.52465963	-0.49312437	-0.45110425
-0.11714112	0.5133198	-0.08121003	1.068745	0.09100191	0.36535895	0.1476331	0.8685842	0.94945097	0.08633798	-0.9146075	0.9021581	-0.23576772	0.14527947	0.45516017	-0.22756882
-0.07658381	-0.23738709	0.050772022	0.722137	0.024582688	0.50127286	0.1652934	0.36325154	0.35962823	0.1345856	-0.43935156	0.1511256	-0.19625595	0.032495406	-0.2025902	-0.20562646
0.17250833	0.44781637	-0.33307618	0.5337599	-0.14487332	-0.52128434	0.1558688	0.47988772	-0.08454796	0.44147125	-0.21351206	0.43758956	-0.41202533	-0.5409181	-0.23054048	-0.28736722
-0.39450628	0.31274536	0.57794976	0.42705455	0.44600794	0.4035382	-0.21154404	0.5138374	0.3239494	-0.49332574	-0.29550204	0.46943274	0.26668665	0.4930937	0.096672036	0.40901908
-0.042559426	0.060814276	0.358035	-0.06371917	0.28246275	0.05444956	-0.15815267	-0.20232724	-0.31448105	-0.35485533	0.2640301	-0.3458964	0.26811418	0.07318966	-0.4279987	0.35664552
0.8943518	-0.589696	0.81563365	-0.9485868	-0.5553083	0.4824782	0.7441157	-0.8406613	0.114676215	-0.8421756	-0.57872826	-0.73956525	-0.047216028	0.74491835	-0.74618024	0.8469195
0.30071378	0.45499733	-0.09689276	0.12918362	0.049498882	-0.5862763	0.12675324	0.22432359	-0.37114146	0.19654712	0.092535734	0.11568559	-0.25543123	-0.3744127	-0.2747445	0.054334164
0.04277673	-0.14501572	0.054998882	0.5425178	-0.021618797	0.32883623	0.20551616	0.12691021	0.07860497	0.0951499	-0.26524517	-0.041172467	-0.14399432	-0.11770517	-0.38614538	-0.038929608
0.13807993	0.41141745	0.1437142	-0.013886625	0.27978274	-0.48598707	-0.1380532	0.26441336	-0.42881295	0.03271944	0.22453725	0.08758078	-0.10758374	-0.2530879	-0.3292187	0.19859774
